County,"Incorporated City 
or Town","Incorpora-
tion Date (1)","June 1,
1850","June 1,
1860","June 1, 
1870","June 1,
1880","Jun 1, 1890","June 1,
1900","April 15,
1910","Jan. 1,
1920","April 1,
1930","April 1,
1940","April 1,
1950","April 1,
1960","April 1,
1970","April 1,
1980","April 1,
1990","Apr 1, 2000","April 1,
2010",GeoID,sumlvl,county FIPS,Place ID
San Bernardino,Loma Linda,1970,,,,,,,,,,,,,,"10,694","17,400","18,681","23,261",1550607142370,155,6071,42370
San Bernardino,Montclair,1956,,,,,,,,,,,,"13,546","22,546","22,628","28,434","33,049","36,664",1550607148788,155,6071,48788
San Bernardino,Needles,1913,,,,,,,,"2,807","3,144","3,624","4,051","4,590","4,051","4,120","5,191","4,830","4,844",1550607150734,155,6071,50734
San Bernardino,Ontario,1891,,,,,,722,"4,274","7,280","13,583","14,197","22,872","46,617","64,118","88,820","133,179","158,007","163,924",1550607153896,155,6071,53896
San Bernardino,Rancho Cucamonga,1977,,,,,,,,,,,,,,"55,250","101,409","127,743","165,269",1550607159451,155,6071,59451
San Bernardino,Redlands,1888,,,,,"1,904","4,797","10,449","9,571","14,177","14,324","18,429","26,829","36,355","43,619","60,394","63,591","68,747",1550607159962,155,6071,59962
San Bernardino,Rialto,1911,,,,,,,,961,"1,642","1,770","3,156","18,567","28,370","37,862","72,388","91,873","99,171",1550607160466,155,6071,60466
San Bernardino,San Bernardino,1869,,,n/a,"1,678","4,012","6,150","12,779","18,721","37,481","43,646","63,058","91,922","106,869","118,794","164,164","185,401","209,924",1550607165000,155,6071,65000
San Bernardino,Twentynine Palms,1987,,,,,,,,,,,,,,,"11,821","14,764","25,048",1550607180994,155,6071,80994
San Bernardino,Upland,1906,,,,,,,"2,384","2,912","4,713","6,316","9,203","15,918","32,551","47,647","63,374","68,393","73,732",1550607181344,155,6071,81344
San Bernardino,Victorville,1962,,,,,,,,,,,,,"10,845","14,220","40,674","64,029","115,903",1550607182590,155,6071,82590
San Bernardino,Yucaipa,1989,,,,,,,,,,,,,,,"32,824","41,207","51,367",1550607187042,155,6071,87042
San Bernardino,Yucca Valley,1991,,,,,,,,,,,,,,,,"16,865","20,700",1550607187056,155,6071,87056
,,,,,,,,,,,,,,,,,,,,,,,
San Diego,,1850,798,"4,324","4,951","8,618","34,987","35,090","61,665","112,248","209,659","289,348","556,808","1,033,011","1,357,854","1,861,846","2,498,016","2,813,833","3,095,313",5006073,50,6073,
San Diego,Carlsbad,1952,,,,,,,,,,,,"9,253","14,944","35,490","63,126","78,247","105,328",1550607311194,155,6073,11194
San Diego,Chula Vista,1911,,,,,,,,"1,718","3,869","5,138","15,927","42,034","67,901","35,490","63,126","173,556","243,916",1550607313392,155,6073,13392
San Diego,Coronado,1890,,,,,,935,"1,477","3,289","5,425","6,932","12,700","18,039","20,020","18,790","26,540","24,100","18,912",1550607316378,155,6073,16378
San Diego,Del Mar,1959,,,,,,,,,,,,"3,124","3,956","5,017","4,860","4,389","4,161",1550607318506,155,6073,18506
San Diego,El Cajon,1912,,,,,,,,469,"1,050","1,471","5,600","37,618","52,273","73,892","88,693","94,869","99,478",1550607321712,155,6073,21712
San Diego,Encinitas,1986,,,,,,,,,,,,,,,"55,386","58,014","59,518",1550607322678,155,6073,22678
San Diego,Escondido,1888,,,,,541,755,"1,334","1,789","3,421","4,560","6,544","16,377","36,792","64,355","108,635","133,559","143,911",1550607322804,155,6073,22804
San Diego,Imperial Beach,1956,,,,,,,,,,,,"17,773","20,244","22,689","26,512","26,992","26,324",1550607336294,155,6073,36294
San Diego,La Mesa,1912,,,,,,,,"1,004","2,513","3,925","10,946","30,441","39,178","50,308","52,931","54,749","57,065",1550607340004,155,6073,40004
San Diego,Lemon Grove,1977,,,,,,,,,,,,,,"20,780","23,984","24,918","25,320",1550607341124,155,6073,41124
San Diego,National City,1887,,,,,"1,353","1,086","1,733","3,116","7,301","10,344","21,199","32,771","43,184","48,772","54,249","54,260","58,582",1550607350398,155,6073,50398
San Diego,Oceanside,1888,,,,,n/a,330,673,"1,161","3,508","4,651","12,881","24,971","40,494","76,698","128,398","161,029","167,086",1550607353322,155,6073,53322
San Diego,Poway,1980,,,,,,,,,,,,,,,"43,516","48,044","47,811",1550607358520,155,6073,58520
San Diego,San Diego,1850,n/a,731,"2,300","2,637","16,159","17,700","39,578","74,361","147,995","203,341","334,387","573,224","697,027","875,538","1,110,549","1,223,400","1,307,402",1550607366000,155,6073,66000
San Diego,San Marcos,1963,,,,,,,,,,,,,"3,896","17,479","38,974","54,977","83,781",1550607368196,155,6073,68196
San Diego,Santee,1980,,,,,,,,,,,,,,,"52,902","52,975","53,413",1550607370224,155,6073,70224
San Diego,Solana Beach,1986,,,,,,,,,,,,,,,"12,962","12,979","12,867",1550607372506,155,6073,72506
San Diego,Vista,1963,,,,,,,,,,,,,"24,688","35,834","71,872","89,857","93,834",1550607382996,155,6073,82996
,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,,1850,,"56,802","149,473","233,959","298,997","342,782","416,912","506,676","634,394","634,536","775,357","740,316","715,674","678,974","723,959","776,733","805,235",5006075,50,6075,
San Francisco,San Francisco,1850,n/a,"56,802","149,473","233,959","298,997","342,782","416,912","506,676","634,394","634,536","775,357","740,316","715,674","678,974","723,959","776,733","805,235",1550607567000,155,6075,67000
,,,,,,,,,,,,,,,,,,,,,,,
San Joaquin,,1850,"3,647","9,435","21,050","24,349","28,629","35,452","50,731","79,905","102,940","134,207","200,750","249,989","291,073","347,342","480,628","563,598","685,306",5006077,50,6077,
San Joaquin,Escalon,1957,,,,,,,,,,,,"1,763","2,366","3,127","4,437","5,963","7,132",1550607722790,155,6077,22790
San Joaquin,Lathrop,1989,,,,,,,,,,,,,,,"6,841","10,445","18,023",1550607740704,155,6077,40704
San Joaquin,Lodi,1906,,,,,,,"2,697","4,850","6,788","11,079","13,798","22,229","28,691","35,221","51,874","56,999","62,134",1550607742202,155,6077,42202
San Joaquin,Manteca,1918,,,,,,,,"1,286","1,614","1,981","3,804","8,242","13,845","24,925","40,773","49,258","67,096",1550607745484,155,6077,45484
San Joaquin,Ripon,1945,,,,,,,,,,,"1,550","1,894","2,679","3,509","7,455","10,146","14,297",1550607761026,155,6077,61026
San Joaquin,Stockton,1850,,"3,679","10,066","10,282","14,424","17,506","23,253","40,296","47,963","54,714","70,853","86,321","109,963","148,283","210,943","243,771","291,707",1550607775000,155,6077,75000
San Joaquin,Tracy,1910,,,,,,,,"2,450","3,829","4,056","8,410","11,289","14,724","18,428","33,558","56,929","82,922",1550607780238,155,6077,80238
,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,,1850,336,"1,782","4,772","9,142","16,072","16,637","19,383","21,893","29,613","33,246","51,417","81,044","105,690","155,435","217,162","246,681","269,637",5006079,50,6079,
San Luis Obispo,Arroyo Grande,1911,,,,,,,,760,892,"1,090","1,723","3,291","7,454","11,290","14,378","15,851","17,252",1550607902868,155,6079,2868
San Luis Obispo,Atascadero,1979,,,,,,,,,,,,,,"16,232","23,138","26,411","28,310",1550607903064,155,6079,3064
San Luis Obispo,Grover Beach,1959,,,,,,,,,,,,"5,210","5,939","8,827","11,656","13,067","13,156",1550607931393,155,6079,31393
San Luis Obispo,Morro Bay,1964,,,,,,,,,,,,,"7,109","9,064","9,664","10,350","10,234",1550607949362,155,6079,49362
San Luis Obispo,Paso Robles,1889,,,,,827,"1,224","1,441","1,919","2,573","3,045","4,835","6,677","7,168","9,163","18,583","24,297","29,793",1550607922300,155,6079,22300
San Luis Obispo,Pismo Beach,"i. 1939/ 
d.1940/ 
ri. 1946",,,,,,,,,,,"1,425","1,762","4,043","5,364","7,669","8,551","7,655",1550607957414,155,6079,57414
San Luis Obispo,San Luis Obispo,1856,,n/a,n/a,"2,243","2,995","3,021","5,157","5,895","8,276","8,881","14,180","20,437","28,036","34,252","41,958","44,174","45,119",1550607968154,155,6079,68154
,,,,,,,,,,,,,,,,,,,,,,,
San Mateo,,1856,,"3,214","6,635","8,669","10,087","12,094","26,585","36,781","77,405","111,782","235,659","444,387","557,361","587,329","649,623","707,163","718,451",5006081,50,6081,
San Mateo,Atherton,1923,,,,,,,,,"1,242","1,908","3,630","7,717","8,085","7,797","7,163","7,194","6,914",1550608103092,155,6081,3092
San Mateo,Belmont,1926,,,,,,,,,984,"1,229","5,567","15,996","23,538","24,505","24,127","25,123","25,835",1550608105108,155,6081,5108
San Mateo,Brisbane,1961,,,,,,,,,,,,,"3,003","2,969","2,952","3,597","4,282",1550608108310,155,6081,8310
San Mateo,Burlingame,1908,,,,,,,"1,565","4,107","13,270","15,940","19,886","24,036","27,320","26,173","26,801","28,158","28,806",1550608109066,155,6081,9066
San Mateo,Colma,1924,,,,,,,,,369,354,297,500,537,395,"1,103","1,187","1,792",1550608114736,155,6081,14736
San Mateo,Daly City,1911,,,,,,,,"3,779","7,838","9,625","15,191","44,791","66,922","78,427","92,311","103,625","101,123",1550608117918,155,6081,17918
San Mateo,East Palo Alto,1983,,,,,,,,,,,,,,,"23,451","29,506","28,155",1550608120956,155,6081,20956
San Mateo,Foster City,1971,,,,,,,,,,,,,,"23,287","28,176","28,803","30,567",1550608125338,155,6081,25338
San Mateo,Half Moon Bay,1959,,,,,,,,,,,,"1,957","4,023","7,282","8,886","11,842","11,324",1550608131708,155,6081,31708
San Mateo,Hillsborough,1910,,,,,,,,931,"1,891","2,747","3,552","7,554","8,753","10,372","10,667","10,825","10,825",1550608133798,155,6081,33798
San Mateo,Menlo Park,1927,,,,,,,,,"2,254","3,258","13,587","26,957","26,826","26,438","28,040","30,785","32,026",1550608146870,155,6081,46870
San Mateo,Millbrae,1948,,,,,,,,,,,"8,972","15,873","20,920","20,058","20,412","20,718","21,532",1550608147486,155,6081,47486
San Mateo,Pacifica,1957,,,,,,,,,,,,"20,995","36,020","36,866","37,670","38,390","37,234",1550608154806,155,6081,54806
San Mateo,Portola Valley,1964,,,,,,,,,,,,,"4,996","3,939","4,194","4,462","4,353",1550608158380,155,6081,58380
San Mateo,Redwood City,1867,,,727,"1,383","1,572","1,653","2,442","4,020","8,962","12,453","25,544","46,290","55,686","54,951","66,072","75,402","76,815",1550608160102,155,6081,60102
San Mateo,San Bruno,1914,,,,,,,,"1,562","3,610","6,519","12,478","29,063","36,254","35,417","38,961","40,165","41,114",1550608165028,155,6081,65028
San Mateo,San Carlos,1925,,,,,,,,,"1,132","3,520","14,371","21,370","26,053","24,710","26,167","27,718","28,406",1550608165070,155,6081,65070
San Mateo,San Mateo,1894,,,,,,"1,832","4,384","5,979","13,444","19,403","41,782","69,870","78,991","77,640","85,486","92,482","97,207",1550608168252,155,6081,68252
San Mateo,South San Francisco,1908,,,,,,,"1,989","4,411","6,193","6,629","19,351","39,418","46,646","49,393","54,312","60,552","63,632",1550608173262,155,6081,73262
San Mateo,Woodside,1956,,,,,,,,,,,,"3,592","4,734","5,291","5,035","5,352","5,287",1550608186440,155,6081,86440
,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,,1850,"1,185","3,543","7,784","9,513","15,754","18,934","27,738","41,097","65,167","70,555","98,220","168,962","264,324","298,694","369,608","399,347","423,895",5006083,50,6083,
Santa Barbara,Buellton,1992,,,,,,,,,,,,,,,,"3,828","4,828",1550608308758,155,6083,8758
Santa Barbara,Carpinteria,1965,,,,,,,,,,,,,"6,982","10,835","13,747","14,194","13,040",1550608311446,155,6083,11446
Santa Barbara,Goleta,2002,,,,,,,,,,,,,,,,,"29,888",1550608330378,155,6083,30378
Santa Barbara,Guadalupe,1946,,,,,,,,,,,"2,429","2,614","3,145","3,629","5,479","5,659","7,080",1550608331414,155,6083,31414
Santa Barbara,Lompoc,1888,,,,,"1,015",972,"1,482","1,876","2,845","3,379","5,520","14,415","25,284","26,267","37,649","41,103","42,434",1550608342524,155,6083,42524
Santa Barbara,Santa Barbara,1850,n/a,"2,351","4,255","3,460","5,864","6,587","11,659","19,441","33,613","34,958","44,913","58,768","70,215","74,414","85,571","89,600","88,410",1550608369070,155,6083,69070
Santa Barbara,Santa Maria,1905,,,,,,,"2,260","3,943","7,057","8,522","10,440","20,027","32,749","39,685","61,284","77,423","99,553",1550608369196,155,6083,69196
Santa Barbara,Solvang,1985,,,,,,,,,,,,,,,"4,741","5,332","5,245",1550608372576,155,6083,72576
,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,,1850,,"11,912","26,246","35,039","48,005","60,216","83,539","100,676","145,118","174,949","290,547","642,315","1,065,313","1,295,071","1,497,577","1,682,585","1,781,642",5006085,50,6085,
Santa Clara,Campbell,1952,,,,,,,,,,,,"11,863","23,797","26,910","36,048","38,138","39,349",1550608510345,155,6085,10345
Santa Clara,Cupertino,1955,,,,,,,,,,,,"3,664","17,895","34,297","40,263","50,546","58,302",1550608517610,155,6085,17610
Santa Clara,Gilroy,1870,,,"1,625","1,621","1,694","1,820","2,437","2,862","3,502","3,615","4,951","7,348","12,684","25,769","26,303","41,464","48,821",1550608529504,155,6085,29504
Santa Clara,Los Altos,1952,,,,,,,,,,,,"19,696","25,062","25,769","26,303","27,693","28,976",1550608543280,155,6085,43280
Santa Clara,Los Altos Hills,1956,,,,,,,,,,,,"3,412","6,871","7,421","7,514","7,902","7,922",1550608543294,155,6085,43294
Santa Clara,Los Gatos,1887,,,,,"1,652","1,915","2,232","2,317","3,168","3,597","4,907","9,036","22,613","26,906","27,357","28,592","29,413",1550608544112,155,6085,44112
Santa Clara,Milpitas,1954,,,,,,,,,,,,"6,572","26,561","37,820","50,686","62,698","66,790",1550608547766,155,6085,47766
Santa Clara,Monte Sereno,1957,,,,,,,,,,,,"1,506","2,847","3,434","3,287","3,483","3,341",1550608548956,155,6085,48956
Santa Clara,Morgan Hill,1906,,,,,,,607,646,908,"1,014","1,627","3,151","5,579","17,060","23,928","33,556","37,882",1550608549278,155,6085,49278
Santa Clara,Mountain View,1902,,,,,,,"1,161","1,888","3,308","3,946","6,563","30,889","54,132","58,655","67,460","70,708","74,066",1550608549670,155,6085,49670
Santa Clara,Palo Alto,1894,,,,,,"1,658","4,486","5,900","13,652","16,774","25,475","52,287","56,040","55,225","55,900","58,598","64,403",1550608555282,155,6085,55282
Santa Clara,San Jose,1850,n/a,n/a,"9,089","12,567","18,060","21,500","28,946","39,642","57,651","68,457","95,280","204,196","459,913","629,531","782,248","894,943","945,942",1550608568000,155,6085,68000
Santa Clara,Santa Clara,1852,,"2,559","3,469","2,416","2,891","3,650","4,348","5,220","6,302","6,650","11,702","58,880","86,118","87,700","93,613","102,361","116,468",1550608569084,155,6085,69084
Santa Clara,Saratoga,1956,,,,,,,,,,,,"14,861","26,810","29,261","28,061","29,843","29,926",1550608570280,155,6085,70280
Santa Clara,Sunnyvale,1912,,,,,,,,"1,675","3,094","4,373","9,829","52,898","95,976","106,618","117,229","131,760","140,081",1550608577000,155,6085,77000
,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz,,1850,643,"4,944","8,743","12,802","19,270","21,512","26,140","26,269","37,433","45,057","66,534","84,219","123,790","188,141","229,734","255,602","262,382",5006087,50,6087,
Santa Cruz,Boulder Creek,"i. 1902/ 
d.1915",,,,,,,544,,,,,,,,,,,15506087XXXXX,155,6087,XXXXX
Santa Cruz,Capitola,1949,,,,,,,,,,,"1,848","2,021","5,080","9,095","10,171","10,033","9,918",1550608711040,155,6087,11040
Santa Cruz,Felton,"i. ~1875/ 
d.1917",,,,271,259,n/a,n/a,,,,,,,,,,,15506087XXXXX,155,6087,XXXXX
Santa Cruz,Santa Cruz,1866,,,"2,561","3,898","5,596","5,659","11,146","10,917","14,395","16,896","21,970","25,596","32,076","41,483","49,040","54,593","59,946",1550608769112,155,6087,69112
Santa Cruz,Scotts Valley,1966,,,,,,,,,,,,,"3,621","6,891","8,615","11,385","11,580",1550608770588,155,6087,70588
Santa Cruz,Watsonville,1868,,,"1,151","1,799","2,149","3,528","4,446","5,013","8,344","8,937","11,572","13,293","14,569","23,662","31,099","44,265","51,199",1550608783668,155,6087,83668
,,,,,,,,,,,,,,,,,,,,,,,
Shasta,,1850,378,"4,360","4,173","9,492","12,133","17,318","18,920","13,361","13,927","28,800","36,413","59,468","77,640","115,613","147,036","163,256","177,223",5006089,50,6089,
Shasta,Anderson,1956,,,,,,,,,,,,"4,492","5,492","7,381","8,299","9,022","9,932",1550608902042,155,6089,2042
Shasta,Coram,"i. 1910/ 
d.1918",,,,,,,666,,,,,,,,,,,15506089XXXXX,155,6089,XXXXX
Shasta,Kennett,"i. 1911/ 
d.1930",,,,,,,,464,124,,,,,,,,,15506089XXXXX,155,6089,XXXXX
Shasta,Redding,1887,,,,,"1,821","2,946","3,572","2,962","4,188","8,109","10,256","12,773","16,659","41,995","66,462","80,865","89,861",1550608959920,155,6089,59920
Shasta,Shasta Lake,1993,,,,,,,,,,,,,,,,"9,008","10,164",1550608971225,155,6089,71225
,,,,,,,,,,,,,,,,,,,,,,,
Sierra,,1852,,"11,387","5,619","6,623","5,051","4,017","4,098","1,783","2,422","3,025","2,410","2,247","2,365","3,073","3,318","3,555","3,240",5006091,50,6091,
Sierra,Loyalton,1901,,,,,,,983,442,837,925,911,936,945,"1,030",931,862,769,1550609144364,155,6091,44364
,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,,1852,,"7,629","6,848","8,610","12,163","16,962","18,801","18,545","25,480","28,598","30,733","32,885","33,225","39,732","43,531","44,301","44,900",5006093,50,6093,
Siskiyou,Dorris,1908,,,,,,,214,424,762,863,892,973,840,836,892,886,939,1550609319584,155,6093,19584
Siskiyou,Dunsmuir,1909,,,,,,,"1,719","2,528","2,256","2,359","2,256","2,873","2,214","2,253","2,129","1,923","1,650",1550609320242,155,6093,20242
Siskiyou,Etna,1878,,,,361,271,500,518,425,379,456,649,596,667,754,835,781,737,1550609322972,155,6093,22972
Siskiyou,Fort Jones,1872,,,,n/a,266,356,316,331,302,360,525,483,515,544,639,660,839,1550609325128,155,6093,25128
Siskiyou,Montague,1909,,,,,,,274,453,507,463,579,782,890,"1,285","1,415","1,456","1,443",1550609348690,155,6093,48690
Siskiyou,Mount Shasta,1905,,,,,,,n/a,542,"1,009","1,618","1,909","1,936","2,256","2,837","3,460","3,621","3,394",1550609349852,155,6093,49852
Siskiyou,Tulelake,1937,,,,,,,,,,785,"1,028",950,857,783,"1,010","1,020","1,010",1550609380686,155,6093,80686
Siskiyou,Weed,1961,,,,,,,,,,,,,"2,983","2,879","3,062","2,978","2,967",1550609383850,155,6093,83850
Siskiyou,Yreka,1857,,"1,328","1,063","1,059","1,100","1,254","1,134","1,277","2,126","2,485","3,227","4,759","5,394","5,916","6,948","7,290","7,765",1550609386944,155,6093,86944
,,,,,,,,,,,,,,,,,,,,,,,
Solano,,1850,580,"7,169","16,871","18,475","20,946","24,143","27,559","40,602","40,834","49,118","104,833","134,597","171,989","235,203","340,421","394,542","413,344",5006095,50,6095,
Solano,Benicia,1850,480,"1,470","1,656","1,794","2,361","2,751","2,360","2,693","2,913","2,419","7,284","6,070","7,349","15,376","24,437","26,865","26,997",1550609505290,155,6095,5290
Solano,Dixon,1878,,,,n/a,"1,082",783,827,926,"1,000","1,108","1,714","2,970","4,432","7,541","10,401","16,103","18,351",1550609519402,155,6095,19402
Solano,Fairfield,1903,,,,,,,834,"1,008","1,131","1,312","3,118","14,968","44,146","58,099","77,211","96,178","105,321",1550609523182,155,6095,23182
Solano,Rio Vista,1894,,,,,,682,884,"1,104","1,309","1,666","1,831","2,616","3,135","3,142","3,316","4,571","7,360",1550609560984,155,6095,60984
Solano,Suisun City,1868,,,462,554,499,625,641,769,905,706,946,"2,470","2,917","11,087","22,686","26,118","28,111",1550609575630,155,6095,75630
Solano,Vacaville,1892,,,,,,"1,220","1,177","1,254","1,556","1,614","3,169","10,898","21,690","43,367","71,479","88,625","92,428",1550609581554,155,6095,81554
Solano,Vallejo,1868,,,n/a,"5,987","6,343","7,965","11,340","21,107","16,072","20,072","26,038","60,877","71,710","80,303","109,199","116,760","115,942",1550609581666,155,6095,81666
,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,,1850,560,"11,867","19,819","25,926","32,721","38,480","48,394","52,090","62,222","69,052","103,405","147,375","204,885","299,681","388,222","458,614","483,878",5006097,50,6097,
Sonoma,Cloverdale,1872,,,,430,763,750,823,718,759,809,"1,292","2,848","3,251","3,989","4,924","6,831","8,618",1550609714190,155,6097,14190
Sonoma,Cotati,1963,,,,,,,,,,,,,"1,368","3,346","5,714","6,471","7,265",1550609716560,155,6097,16560
Sonoma,Healdsburg,1867,,,959,"1,133","1,485","1,869","2,011","2,412","2,296","2,507","3,258","4,816","5,438","7,217","9,469","10,722","11,254",1550609733056,155,6097,33056
Sonoma,Petaluma,1858,,"1,505",n/a,"3,326","3,692","3,871","5,880","6,226","8,245","8,034","10,315","14,035","24,870","33,834","43,184","54,548","57,941",1550609756784,155,6097,56784
Sonoma,Rohnert Park,1962,,,,,,,,,,,,,"6,133","22,965","36,326","42,236","40,971",1550609762546,155,6097,62546
Sonoma,Santa Rosa,1868,,,"2,898","3,616","5,220","6,673","7,817","8,758","10,636","12,605","17,902","31,027","50,006","82,658","113,313","147,595","167,815",1550609770098,155,6097,70098
Sonoma,Sebastopol,1902,,,,,,,"1,233","1,493","1,762","1,856","2,601","2,694","3,993","5,595","7,004","7,774","7,379",1550609770770,155,6097,70770
Sonoma,Sonoma,1883,,,,,757,652,957,801,980,"1,158","2,015","3,023","4,112","6,054","8,121","9,128","10,648",1550609772646,155,6097,72646
Sonoma,Windsor,1992,,,,,,,,,,,,,,,,"22,744","26,801",1550609785922,155,6097,85922
,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,,1854,,"2,245","6,499","8,751","10,040","9,550","22,522","43,557","56,641","74,866","127,231","157,294","194,506","265,900","370,522","446,997","514,453",5006099,50,6099,
Stanislaus,Ceres,1918,,,,,,,,637,981,"1,332","2,351","4,406","6,029","13,281","26,314","34,609","45,417",1550609912524,155,6099,12524
Stanislaus,Hughson,1972,,,,,,,,,,,,,,"2,943","3,259","3,980","6,640",1550609934904,155,6099,34904
Stanislaus,Modesto,1884,,,,,"2,402","2,024","4,034","9,241","13,842","16,379","17,389","36,585","61,712","106,963","164,730","188,856","201,165",1550609948354,155,6099,48354
Stanislaus,Newman,1908,,,,,,,892,"1,251","1,269","1,214","1,815","2,148","2,505","2,785","4,151","7,093","10,224",1550609951140,155,6099,51140
Stanislaus,Oakdale,1906,,,,,,,"1,035","1,745","2,112","2,592","4,064","4,980","6,594","8,474","11,961","15,503","20,675",1550609952694,155,6099,52694
Stanislaus,Patterson,1919,,,,,,,,694,905,"1,109","1,343","2,246","3,147","3,908","8,626","11,606","20,413",1550609956112,155,6099,56112
Stanislaus,Riverbank,1922,,,,,,,,,803,"1,130","2,662","2,786","3,949","5,695","8,547","15,826","22,678",1550609961068,155,6099,61068
Stanislaus,Turlock,1908,,,,,,,"1,573","3,394","4,276","4,839","6,235","9,116","13,992","26,287","42,198","55,810","68,549",1550609980812,155,6099,80812
Stanislaus,Waterford,1969,,,,,,,,,,,,,"2,243","2,683","4,771","6,924","8,456",1550609983612,155,6099,83612
,,,,,,,,,,,,,,,,,,,,,,,
Sutter,,1850,"3,444","3,390","5,030","5,159","5,469","5,886","6,328","10,115","14,618","18,680","26,239","33,380","41,935","52,246","64,415","78,930","94,737",5006101,50,6101,
Sutter,Live Oak,1947,,,,,,,,,,,"1,770","2,276","2,645","3,103","4,320","6,229","8,392",1550610141936,155,6101,41936
Sutter,Yuba City,1908,,,,,,,"1,160","1,708","3,605","4,968","7,861","11,507","13,986","18,736","27,437","36,758","64,925",1550610186972,155,6101,86972
,,,,,,,,,,,,,,,,,,,,,,,
Tehama,,1856,,"4,044","3,587","9,301","9,916","10,996","11,401","12,882","13,866","14,316","19,276","25,305","29,517","38,888","49,625","56,039","63,463",5006103,50,6103,
Tehama,Corning,1907,,,,,,,972,"1,449","1,377","1,472","2,537","3,006","3,573","4,745","5,870","6,741","7,663",1550610316322,155,6103,16322
Tehama,Red Bluff,1876,,,,"2,106","2,608","2,750","3,530","3,104","3,517","3,824","4,905","7,202","7,676","9,490","12,363","13,147","14,076",1550610359892,155,6103,59892
Tehama,Tehama,1906,,,,,,,221,196,190,175,314,261,317,365,401,432,418,1550610378106,155,6103,78106
,,,,,,,,,,,,,,,,,,,,,,,
Trinity,,1850,"1,635","5,125","3,213","4,999","3,719","4,383","3,301","2,551","2,809","3,970","5,087","9,706","7,615","11,858","13,063","13,022","13,786",5006105,50,6105,
,,,,,,,,,,,,,,,,,,,,,,,
Tulare,,1852,,"4,638","4,533","11,281","24,574","18,375","35,440","59,031","77,442","107,152","149,264","168,403","188,322","245,738","311,921","368,021","442,179",5006107,50,6107,
Tulare,Dinuba,1906,,,,,,,970,"3,400","2,968","3,790","4,971","6,103","7,917","9,907","12,743","16,844","21,453",1550610719318,155,6107,19318
Tulare,Exeter,1911,,,,,,,,"1,852","2,685","3,883","4,078","4,264","4,475","5,606","7,276","9,168","10,334",1550610723126,155,6107,23126
Tulare,Farmersville,1960,,,,,,,,,,,,,"3,456","5,544","6,235","8,737","10,588",1550610723616,155,6107,23616
Tulare,Lindsay,1910,,,,,,,"1,814","2,576","3,878","4,397","5,060","5,397","5,206","6,936","8,338","10,297","11,768",1550610741712,155,6107,41712
Tulare,Porterville,1902,,,,,,,"2,696","4,097","5,303","6,270","6,904","7,991","12,602","19,707","29,563","39,615","54,165",1550610758240,155,6107,58240
Tulare,Tulare,1888,,,,,"2,697","2,216","2,758","3,539","6,207","8,259","12,445","13,824","16,235","22,530","33,249","43,994","59,278",1550610780644,155,6107,80644
Tulare,Visalia,1874,,,,"1,412","2,885","3,085","4,550","5,753","7,263","8,904","11,749","15,791","27,268","49,729","75,636","91,877","124,442",1550610782954,155,6107,82954
Tulare,Woodlake,1941,,,,,,,,,,,"2,525","2,623","3,371","4,343","5,678","6,651","7,279",1550610786300,155,6107,86300
,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,,1850,"8,351","16,229","8,150","7,848","6,082","11,166","9,979","7,768","9,271","10,887","12,584","14,404","22,169","33,928","48,456","54,504","55,365",5006109,50,6109,
Tuolumne,Columbia,"i. ~1855/ 
d.1870",,"2,062","1,123",,,,,,,,,,,,,,,15506109XXXXX,155,6109,XXXXX
Tuolumne,Sonora,1851,,"1,960","1,322","1,492","1,441","1,922","2,029","1,684","2,278","2,257","2,448","2,725","3,100","3,247","4,153","4,423","4,903",1550610972674,155,6109,72674
,,,,,,,,,,,,,,,,,,,,,,,
Ventura,,1872,,,,"5,073","10,071","14,367","18,347","28,724","54,976","69,685","114,647","199,138","378,497","529,174","669,016","753,197","823,318",5006111,50,6111,
Ventura,Camarillo,1964,,,,,,,,,,,,,"19,219","37,797","52,303","57,077","65,201",1550611110046,155,6111,10046
Ventura,Fillmore,1914,,,,,,,,"1,597","2,893","3,252","3,884","4,808","6,285","9,602","11,992","13,643","15,002",1550611124092,155,6111,24092
Ventura,Moorpark,1983,,,,,,,,,,,,,,,"25,494","31,415","34,421",1550611149138,155,6111,49138
Ventura,Ojai,1921,,,,,,,,,"1,468","1,622","2,519","4,495","5,591","6,816","7,613","7,862","7,461",1550611153476,155,6111,53476
Ventura,Oxnard,1903,,,,,,,"2,555","4,417","6,285","8,519","21,567","40,265","71,225","108,195","142,216","170,358","197,899",1550611154652,155,6111,54652
Ventura,Port Hueneme,1948,,,,,,,,,,,"3,024","11,067","14,295","17,803","20,319","21,845","21,723",1550611158296,155,6111,58296
Ventura,Santa Paula,1902,,,,,,,"2,216","3,967","7,452","8,986","11,049","13,279","18,001","20,658","25,062","28,598","29,321",1550611170042,155,6111,70042
